Week,Location,Day,Start Time,End Time
29,ART 112,Fri,1899-12-30 16:30:00,1899-12-30 20:00:00
15-Mar,ART 203,Tue,1899-12-30 12:00:00,1899-12-30 15:00:00
17,FIP 204,Wed,1899-12-30 17:30:00,1899-12-30 21:00:00
20-25; 27-33,EME 1202,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
17,LIB L305,Tue,1899-12-30 13:00:00,1899-12-30 15:00:00
15-Mar,EME 1202,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
29,ART 206,Fri,1899-12-30 15:00:00,1899-12-30 16:30:00
20-25; 27-33,LIB L305,Tue,1899-12-30 8:30:00,1899-12-30 11:30:00
15-Mar,ART 206,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
8,ART 208,Fri,1899-12-30 13:30:00,1899-12-30 15:00:00
15-Mar,ART 219,Wed,1899-12-30 15:30:00,1899-12-30 18:30:00
28-33,SCI 247,Wed,1899-12-30 15:30:00,1899-12-30 16:30:00
26,FIP 138,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
26,FIP 121,Wed,1899-12-30 7:00:00,1899-12-30 17:00:00
15-Mar,ART 219,Mon,1899-12-30 17:00:00,1899-12-30 20:00:00
20-25; 27-33,LIB L304,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
20-25; 27-33,EME 2181,Wed,1899-12-30 17:00:00,1899-12-30 20:00:00
36,FIP 121,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
10,ART 382,Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
15-Mar,SCI 333,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
52,EME 1151,Mon;Tue;Wed;Thu;Fri,1899-12-30 8:00:00,1899-12-30 12:00:00
25,SCI 337,Thu,1899-12-30 14:00:00,1899-12-30 15:00:00
9,FIP 239,Wed,1899-12-30 17:00:00,1899-12-30 18:30:00
39-44,ART 219,Tue;Wed;Fri,1899-12-30 12:00:00,1899-12-30 14:30:00
35,FIP 204,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
17,EME 2141,Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 21:00:00
10,ART 204,Wed,1899-12-30 15:30:00,1899-12-30 18:30:00
15,EME 2205,Mon,1899-12-30 13:30:00,1899-12-30 14:30:00
49,EME 2111,Mon;Tue;Wed;Thu;Fri,1899-12-30 13:00:00,1899-12-30 16:00:00
28,ART 104,Fri,1899-12-30 9:30:00,1899-12-30 11:30:00
22-33,ART 203,Mon,1899-12-30 14:00:00,1899-12-30 15:00:00
15-Mar,FIP 139,Tue,1899-12-30 11:30:00,1899-12-30 14:30:00
13,SCI 247,Mon,1899-12-30 16:00:00,1899-12-30 17:30:00
13,ART 112,Wed,1899-12-30 8:30:00,1899-12-30 10:00:00
45,ART 376,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Jun,EME 2202,Fri,1899-12-30 7:00:00,1899-12-30 8:00:00
39-44,ART 214,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
46-51,SCI 396,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
35,FIP 204,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
33,EME 1121,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
2,EME 0050,Mon,1899-12-30 15:00:00,1899-12-30 16:00:00
7,ART 374,Tue,1899-12-30 16:00:00,1899-12-30 18:00:00
27,LIB L306,Tue,1899-12-30 11:30:00,1899-12-30 13:00:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 112,Thu,1899-12-30 17:00:00,1899-12-30 20:00:00
15-Mar,SCI 247,Wed,1899-12-30 13:30:00,1899-12-30 15:30:00
27,FIP 138,Fri,1899-12-30 18:00:00,1899-12-30 21:00:00
35,ASC 130,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
34,ART 214,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
17,LIB L302,Wed,1899-12-30 8:00:00,1899-12-30 18:00:00
16,LIB L305,Thu;Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
15-Mar,EME 1151,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
20-25; 27-33,ART 103,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
14,ART 204,Tue,1899-12-30 9:00:00,1899-12-30 10:30:00
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,ART 203,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
18,FIP 140,Tue,1899-12-30 8:30:00,1899-12-30 14:00:00
15-Mar,FIP 250,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
16,ART 106,Wed,1899-12-30 12:00:00,1899-12-30 13:30:00
15-Mar,FIP 124,Mon;Wed;Fri,1899-12-30 17:00:00,1899-12-30 18:30:00
28,FIP 121,Mon,1899-12-30 15:30:00,1899-12-30 17:00:00
29,LIB 303,Fri,1899-12-30 11:00:00,1899-12-30 13:00:00
15-Mar,FIP 129,Tue,1899-12-30 17:30:00,1899-12-30 18:30:00
20-25; 27-33,FIP 129,Wed,1899-12-30 12:30:00,1899-12-30 13:30:00
39-43,SCI 337,Tue;Wed;Fri,1899-12-30 8:30:00,1899-12-30 11:00:00
9,EME 2111,Tue,1899-12-30 14:00:00,1899-12-30 16:00:00
17,FIP 124,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 19:00:00,1899-12-30 21:00:00
35,ART 386,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,LIB L305,Wed,1899-12-30 15:30:00,1899-12-30 18:30:00
20-25; 27-33,ART 104,Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 104,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
9,FIP 140,Fri,1899-12-30 18:00:00,1899-12-30 21:00:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
16,ART 382,Wed,1899-12-30 12:00:00,1899-12-30 15:00:00
39-41,ART 206,Tue;Wed;Fri,1899-12-30 8:30:00,1899-12-30 11:00:00
15-Mar,ART 110,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
36,ART 203,Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
25,FIP 138,Mon,1899-12-30 17:00:00,1899-12-30 21:30:00
24,ART 204,Wed,1899-12-30 14:30:00,1899-12-30 15:30:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
8,FIP 204,Wed,1899-12-30 17:00:00,1899-12-30 19:00:00
52,ART 386,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
27,ART 202,Thu,1899-12-30 18:00:00,1899-12-30 21:00:00
20-25; 27-33,ART 281,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
9,ART 382,Tue,1899-12-30 12:30:00,1899-12-30 14:30:00
15,EME 1101,Mon,1899-12-30 20:00:00,1899-12-30 20:30:00
20-25; 27-33,ASC 130,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
34,EME 1202,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
20-25; 27-33,FIP 124,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,SCI 247,Mon,1899-12-30 14:30:00,1899-12-30 18:30:00
34-36,ART 102,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
7,ASC 140,Wed,1899-12-30 18:30:00,1899-12-30 20:00:00
34,ASC 130,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
49-50,EME 1151,Wed,1899-12-30 9:00:00,1899-12-30 16:00:00
28,ASC 165,Wed,1899-12-30 7:30:00,1899-12-30 9:30:00
41,EME 2181,Thu,1899-12-30 10:00:00,1899-12-30 12:00:00
15-Mar,EME 1121,Mon,1899-12-30 9:30:00,1899-12-30 12:30:00
27,ASC 130,Mon;Tue;Wed;Thu;Fri,1899-12-30 18:30:00,1899-12-30 21:30:00
15-Apr,FIP 239,Mon,1899-12-30 18:30:00,1899-12-30 21:30:00
38,ART 108,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
36,ART 214,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
1,ART 114,Mon,1899-12-30 8:00:00,1899-12-30 20:00:00
9,ART 386,Thu,1899-12-30 18:30:00,1899-12-30 20:30:00
16,ART 108,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
5,FIP 239,Mon,1899-12-30 17:30:00,1899-12-30 18:30:00
15-Mar,EME 2111,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
27,EME 0050,Wed,1899-12-30 19:30:00,1899-12-30 21:30:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
15-Apr,EME 2202,Thu,1899-12-30 12:30:00,1899-12-30 13:30:00
15-Mar,LIB L317,Mon;Wed;Fri,1899-12-30 15:30:00,1899-12-30 16:30:00
1,EME 1101,Wed,1899-12-30 14:30:00,1899-12-30 15:30:00
29,ART 214,Mon,1899-12-30 16:30:00,1899-12-30 20:00:00
10,EME 1101,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
47-52,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,ART 108,Thu,1899-12-30 17:00:00,1899-12-30 20:00:00
17,FIP 140,Fri,1899-12-30 17:30:00,1899-12-30 21:00:00
15-Mar,ART 208,Tue,1899-12-30 8:30:00,1899-12-30 11:30:00
35,SCI 396,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
8-Apr,LIB L302,Wed,1899-12-30 11:30:00,1899-12-30 12:30:00
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
2,ART 103,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
9,ART 106,Wed,1899-12-30 18:00:00,1899-12-30 22:00:00
20-25; 27-33,FIP 140,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
28,FIP 138,Tue,1899-12-30 11:00:00,1899-12-30 13:00:00
36,ART 366,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
24,EME 2111,Fri,1899-12-30 17:00:00,1899-12-30 22:00:00
15-Mar,ART 210,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
34-36,FIP 239,Mon;Tue;Wed;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20; 22; 24; 28; 30; 32,EME 2205,Mon,1899-12-30 8:30:00,1899-12-30 10:30:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
17,SCI 126,Mon,1899-12-30 12:30:00,1899-12-30 16:30:00
52,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
9-10; 12,SCI 236,Wed,1899-12-30 14:00:00,1899-12-30 15:00:00
15-Mar,EME 2111,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
14,LIB 303,Wed,1899-12-30 17:30:00,1899-12-30 21:00:00
17,ART 374,Thu,1899-12-30 16:00:00,1899-12-30 21:30:00
6,ASC 165,Fri,1899-12-30 16:30:00,1899-12-30 22:00:00
20-25; 27-33,ART 376,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
38,ART 218,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
8,LIB L305,Thu,1899-12-30 12:30:00,1899-12-30 14:30:00
25,FIP 239,Thu,1899-12-30 17:00:00,1899-12-30 19:00:00
15-Sep,EME 1121,Mon,1899-12-30 17:00:00,1899-12-30 20:00:00
27,FIP 138,Wed,1899-12-30 10:30:00,1899-12-30 11:30:00
35,SCI 396,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
1,EME 0050,Wed,1899-12-30 15:30:00,1899-12-30 16:00:00
1,ART 214,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,FIP 129,Tue,1899-12-30 18:30:00,1899-12-30 20:30:00
15-Mar,EME 0050,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
13,EME 1153,Fri,1899-12-30 16:00:00,1899-12-30 18:00:00
15-Mar,ART 103,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
17,EME 1153,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
17,ART 215,Mon;Tue;Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
16,LIB 303,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 13:00:00,1899-12-30 15:00:00
20-25; 27-33,ASC 165,Tue,1899-12-30 14:30:00,1899-12-30 17:30:00
34-36,FIP 124,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
12,ART 210,Wed,1899-12-30 9:30:00,1899-12-30 11:30:00
35,FIP 250,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
20-25; 27-33,LIB L304,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,ART 106,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
20-25; 27-33,FIP 121,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
21-33,SCI 396,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
17,EME 1153,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
15-Mar,EME 1151,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
11,LIB 303,Tue,1899-12-30 14:00:00,1899-12-30 15:30:00
20-25; 27-33,EME 2111,Wed,1899-12-30 12:30:00,1899-12-30 15:30:00
5,ART 219,Wed,1899-12-30 9:30:00,1899-12-30 11:30:00
27,ART 106,Thu,1899-12-30 17:00:00,1899-12-30 20:00:00
46-51,ART 219,Tue;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
15-Jun,ART 106,Mon,1899-12-30 20:00:00,1899-12-30 22:00:00
39-43,SCI 247,Tue;Wed;Fri,1899-12-30 8:30:00,1899-12-30 11:00:00
30,ART 108,Tue,1899-12-30 18:00:00,1899-12-30 20:00:00
15-Mar,ART 206,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
50,EME 2181,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 16:00:00
35,ART 214,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
2,SCI 126,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
26,EME 1121,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
15-Mar,LIB L302,Thu,1899-12-30 15:30:00,1899-12-30 16:30:00
15-Mar,ASC 165,Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
21,FIP 121,Wed,1899-12-30 18:00:00,1899-12-30 21:00:00
42,EME 0050,Fri,1899-12-30 7:00:00,1899-12-30 13:00:00
20; 22; 24; 28; 30; 32,EME 2205,Fri,1899-12-30 8:30:00,1899-12-30 10:30:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
36,ART 374,Mon,1899-12-30 12:30:00,1899-12-30 16:30:00
35,FIP 204,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
34,ART 386,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,SCI 396,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
9,EME 1153,Tue,1899-12-30 12:30:00,1899-12-30 14:30:00
26,ASC 130,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
38,SCI 236,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
25,ART 110,Mon,1899-12-30 15:30:00,1899-12-30 18:30:00
23,SCI 236,Tue,1899-12-30 10:30:00,1899-12-30 12:00:00
33,EME 1151,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
15-Mar,EME 2202,Mon,1899-12-30 10:30:00,1899-12-30 12:30:00
15-Mar,FIP 124,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
3-15; 20-25; 27-33,FIP 121,Thu,1899-12-30 17:00:00,1899-12-30 20:00:00
36,EME 1202,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
9,ART 110,Fri,1899-12-30 12:30:00,1899-12-30 15:30:00
10,EME 1153,Tue,1899-12-30 17:00:00,1899-12-30 18:30:00
20-25; 27-33,ART 206,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
10,EME 0050,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
17,ART 104,Wed,1899-12-30 12:30:00,1899-12-30 17:30:00
20-25; 27-33,ART 202,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
23,FIP 140,Wed,1899-12-30 14:00:00,1899-12-30 17:00:00
15-Mar,EME 1121,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
15-Mar,EME 2205,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
15-Mar,ART 214,Mon;Wed;Fri,1899-12-30 13:30:00,1899-12-30 14:30:00
17,ART 203,Thu,1899-12-30 11:30:00,1899-12-30 12:30:00
41,EME 2111,Mon,1899-12-30 17:30:00,1899-12-30 20:30:00
25,FIP 129,Tue,1899-12-30 12:00:00,1899-12-30 14:30:00
9,ART 219,Thu,1899-12-30 15:30:00,1899-12-30 18:30:00
20-25; 27-33,LIB L302,Wed,1899-12-30 17:00:00,1899-12-30 18:00:00
35,ART 214,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
15,FIP 239,Thu,1899-12-30 12:00:00,1899-12-30 13:00:00
15-Mar,EME 0050,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
15-Apr,SCI 236,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 18:30:00,1899-12-30 22:00:00
20-25; 27-33,EME 1202,Thu,1899-12-30 8:00:00,1899-12-30 10:00:00
20-25; 27-33,LIB L305,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
25,ART 214,Mon,1899-12-30 15:30:00,1899-12-30 17:30:00
16,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
2,ART 103,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
34,FIP 239,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 106,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
12,LIB L302,Mon,1899-12-30 8:00:00,1899-12-30 10:00:00
36,EME 1121,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
2,ART 365,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
23,ART 219,Tue,1899-12-30 11:00:00,1899-12-30 13:00:00
33,EME 1202,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
38,SCI 337,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
1,FIP 133,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
25,FIP 124,Wed,1899-12-30 18:00:00,1899-12-30 21:00:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-May,SCI 333,Tue,1899-12-30 19:00:00,1899-12-30 20:00:00
34,ART 215,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
38,ART 108,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20,ART 218,Wed,1899-12-30 10:00:00,1899-12-30 12:00:00
24,EME 2205,Wed,1899-12-30 16:00:00,1899-12-30 18:00:00
20-25; 27-33,EME 2181,Fri,1899-12-30 9:30:00,1899-12-30 12:30:00
34-36,ART 210,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
35,ART 214,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
14,SCI 337,Fri,1899-12-30 13:00:00,1899-12-30 14:30:00
34,ART 366,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,EME 2111,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
1,ART 108,Mon,1899-12-30 12:30:00,1899-12-30 15:00:00
34,LIB L306,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
24,ART 365,Mon,1899-12-30 15:30:00,1899-12-30 18:00:00
34,FIP 140,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
36,ASC 140,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
15-Mar,ART 374,Wed,1899-12-30 13:30:00,1899-12-30 16:30:00
1,ART 203,Tue,1899-12-30 10:00:00,1899-12-30 12:00:00
16,EME 2111,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Jul,ART 204,Tue,1899-12-30 16:30:00,1899-12-30 18:30:00
15-Mar,ART 206,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
38,ART 219,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
35,SCI 396,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
46-52,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
26,FIP 140,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
15-Mar,ART 210,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
34,EME 0050,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
36,EME 2205,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
2,ART 366,Thu,1899-12-30 9:30:00,1899-12-30 13:30:00
29,EME 2202,Fri,1899-12-30 13:30:00,1899-12-30 20:00:00
31,SCI 236,Tue,1899-12-30 10:30:00,1899-12-30 11:30:00
31,SCI 236,Thu,1899-12-30 9:30:00,1899-12-30 12:00:00
40,ART 203,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
2,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 376,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
38-46,ASC 130,Mon;Wed;Fri,1899-12-30 13:00:00,1899-12-30 14:30:00
20-25; 27-33,ART 366,Mon;Wed,1899-12-30 10:30:00,1899-12-30 11:30:00
13,FIP 239,Tue,1899-12-30 12:00:00,1899-12-30 13:30:00
39-44,EME 1121,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
52,ART 366,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
1,ART 208,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 110,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
34,EME 2205,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
1,ART 110,Wed,1899-12-30 9:30:00,1899-12-30 15:30:00
17,ART 210,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
47-52,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 204,Tue;Thu,1899-12-30 12:30:00,1899-12-30 15:30:00
31,LIB L306,Wed,1899-12-30 11:00:00,1899-12-30 12:00:00
31,FIP 139,Fri,1899-12-30 8:00:00,1899-12-30 9:00:00
20-32,FIP 139,Mon;Tue;Wed;Thu;Sun,1899-12-30 18:30:00,1899-12-30 22:00:00
15-Mar,EME 1101,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
34-36,ART 365,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
39-44,ART 281,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
20-25; 27-33,EME 2205,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
45,ART 203,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
36,ART 366,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
35,EME 2111,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
10,FIP 204,Wed,1899-12-30 17:00:00,1899-12-30 18:30:00
10,LIB L306,Mon,1899-12-30 9:00:00,1899-12-30 11:00:00
35,ART 366,Tue,1899-12-30 17:30:00,1899-12-30 21:30:00
23-33,ART 382,Fri,1899-12-30 14:30:00,1899-12-30 16:00:00
20-25; 27-33,ART 108,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
20-25; 27-33,FIP 121,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
26,SCI 396,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
20-25; 27-33,FIP 139,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
28,ART 218,Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
15-Mar,ART 104,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
34,SCI 396,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,ART 106,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
16,EME 1153,Thu,1899-12-30 16:00:00,1899-12-30 21:30:00
45; 52,SCI 247,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
26,SCI 396,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
16,SCI 333,Tue;Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 386,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
24,ART 103,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
